Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 508,Payment,Variant 47,47,,,,,,,-9223372036854775808.00,168.50,,
case 508,Send for Credit Collection,Variant 47,47,,,,,,,,,,
case 509,Create Fine,Variant 22,22,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 509,Send Fine,Variant 22,22,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 509,Insert Fine Notification,Variant 22,22,,,,,,,,,,
case 509,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 509,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 509,Appeal to Judge,Variant 22,22,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 510,Create Fine,Variant 13,13,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 510,Send Fine,Variant 13,13,,,,,,,,,12.91,9223372036854775808.00
case 510,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 510,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 510,Payment,Variant 13,13,,,,,,,168.50,9223372036854775808.00,,
case 511,Create Fine,Variant 26,26,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 511,Send Fine,Variant 26,26,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 511,Insert Fine Notification,Variant 26,26,,,,,,,,,,
case 511,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 511,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 511,Send for Credit Collection,Variant 26,26,,,,,,,,,,
case 512,Create Fine,Variant 5,5,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 512,Send Fine,Variant 5,5,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 512,Insert Fine Notification,Variant 5,5,,,,,,,,,,
case 512,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 512,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 512,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,168.50,,
case 513,Create Fine,Variant 5,5,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 513,Send Fine,Variant 5,5,,,,,,,,,-9223372036854775808.00,12.91
case 513,Insert Fine Notification,Variant 5,5,,,,,,,,,,
case 513,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 513,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 513,Payment,Variant 5,5,,,,,,,168.50,9223372036854775808.00,,
case 514,Create Fine,Variant 22,22,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 514,Send Fine,Variant 22,22,,,,,,,,,-9223372036854775808.00,12.91
case 514,Insert Fine Notification,Variant 22,22,,,,,,,,,,
case 514,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 514,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 514,Appeal to Judge,Variant 22,22,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 515,Create Fine,Variant 26,26,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 515,Send Fine,Variant 26,26,,,,,,,,,-9223372036854775808.00,12.91
case 515,Insert Fine Notification,Variant 26,26,,,,,,,,,,
case 515,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 515,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 515,Send for Credit Collection,Variant 26,26,,,,,,,,,,
case 516,Create Fine,Variant 5,5,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 516,Send Fine,Variant 5,5,,,,,,,,,-9223372036854775808.00,12.91
case 516,Insert Fine Notification,Variant 5,5,,,,,,,,,,
case 516,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 516,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 516,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,168.50,,
case 517,Create Fine,Variant 5,5,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 517,Send Fine,Variant 5,5,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 517,Insert Fine Notification,Variant 5,5,,,,,,,,,,
case 517,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 517,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 517,Payment,Variant 5,5,,,,,,,168.50,9223372036854775808.00,,
case 518,Create Fine,Variant 42,42,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 518,Send Fine,Variant 42,42,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 518,Insert Fine Notification,Variant 42,42,,,,,,,,,,
case 518,Payment,Variant 42,42,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 518,Insert Date Appeal to Prefecture,Variant 42,42,,,,,,,,,,
case 518,Send Appeal to Prefecture,Variant 42,42,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 519,Create Fine,Variant 3,3,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 519,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 519,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 519,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 519,Appeal to Judge,Variant 3,3,,,71.00,71.00,,,,,,
case 520,Create Fine,Variant 3,3,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 520,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 520,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 520,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 520,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,71.00,,,,,,
case 521,Create Fine,Variant 3,3,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 521,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 521,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 521,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 521,Appeal to Judge,Variant 3,3,,,71.00,9223372036854775808.00,,,,,,
case 522,Create Fine,Variant 47,47,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 522,Send Fine,Variant 47,47,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 522,Insert Fine Notification,Variant 47,47,,,,,,,,,,
case 522,Payment,Variant 47,47,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 522,Send for Credit Collection,Variant 47,47,,,,,,,,,,
case 523,Create Fine,Variant 22,22,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 523,Send Fine,Variant 22,22,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 523,Insert Fine Notification,Variant 22,22,,,,,,,,,,
case 523,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 523,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 523,Appeal to Judge,Variant 22,22,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 524,Create Fine,Variant 26,26,155.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 524,Send Fine,Variant 26,26,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 524,Insert Fine Notification,Variant 26,26,,,,,,,,,,
case 524,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 524,Payment,Variant 26,26,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 524,Send for Credit Collection,Variant 26,26,,,,,,,,,,
case 525,Create Fine,Variant 5,5,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 525,Send Fine,Variant 5,5,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 525,Insert Fine Notification,Variant 5,5,,,,,,,,,,
case 525,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 525,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 525,Payment,Variant 5,5,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 526,Create Fine,Variant 58,58,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 526,Send Fine,Variant 58,58,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 526,Payment,Variant 58,58,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 526,Insert Fine Notification,Variant 58,58,,,,,,,,,,
case 526,Insert Date Appeal to Prefecture,Variant 58,58,,,,,,,,,,
case 526,Send Appeal to Prefecture,Variant 58,58,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 527,Create Fine,Variant 18,18,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 527,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 527,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 527,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 527,Appeal to Judge,Variant 18,18,,,71.00,71.00,,,,,,
case 528,Create Fine,Variant 18,18,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 528,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 528,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 528,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 528,Appeal to Judge,Variant 18,18,,,-9223372036854775808.00,71.00,,,,,,
case 529,Create Fine,Variant 18,18,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 529,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 529,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 529,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 529,Appeal to Judge,Variant 18,18,,,71.00,9223372036854775808.00,,,,,,
case 530,Create Fine,Variant 34,34,41.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 530,Send Fine,Variant 34,34,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 530,Payment,Variant 34,34,,,,,,,-9223372036854775808.00,29.77,,
case 530,Insert Fine Notification,Variant 34,34,,,,,,,,,,
case 531,Create Fine,Variant 34,34,68.25,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 531,Send Fine,Variant 34,34,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 531,Payment,Variant 34,34,,,,,,,51.65,9223372036854775808.00,,
case 531,Insert Fine Notification,Variant 34,34,,,,,,,,,,
case 532,Create Fine,Variant 34,34,159.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 532,Send Fine,Variant 34,34,,,,,,,,,4.96,9223372036854775808.00
case 532,Payment,Variant 34,34,,,,,,,-9223372036854775808.00,79.00,,
case 532,Insert Fine Notification,Variant 34,34,,,,,,,,,,
case 533,Create Fine,Variant 34,34,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 533,Send Fine,Variant 34,34,,,,,,,,,12.91,9223372036854775808.00
case 533,Payment,Variant 34,34,,,,,,,168.50,9223372036854775808.00,,
case 533,Insert Fine Notification,Variant 34,34,,,,,,,,,,
case 534,Create Fine,Variant 49,49,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 534,Send Fine,Variant 49,49,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 534,Payment,Variant 49,49,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 534,Insert Fine Notification,Variant 49,49,,,,,,,,,,
case 534,Send for Credit Collection,Variant 49,49,,,,,,,,,,
case 535,Create Fine,Variant 49,49,155.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 535,Send Fine,Variant 49,49,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 535,Payment,Variant 49,49,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 535,Insert Fine Notification,Variant 49,49,,,,,,,,,,
case 535,Send for Credit Collection,Variant 49,49,,,,,,,,,,
case 536,Create Fine,Variant 44,44,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 536,Send Fine,Variant 44,44,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 536,Payment,Variant 44,44,,,,,,,51.65,9223372036854775808.00,,
case 536,Insert Fine Notification,Variant 44,44,,,,,,,,,,
case 536,Add penalty,Variant 44,44,41.00,68.25,,,,,,,,
case 536,Appeal to Judge,Variant 44,44,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 537,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 537,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 537,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 537,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 537,Add penalty,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 538,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 538,Send Fine,Variant 6,6,,,,,,,,,4.96,9223372036854775808.00
case 538,Payment,Variant 6,6,,,,,,,51.65,79.00,,
case 538,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 538,Add penalty,Variant 6,6,-9223372036854775808.00,319.50,,,,,,,,
case 539,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 539,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 539,Payment,Variant 19,19,,,,,,,51.65,9223372036854775808.00,,
case 539,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 539,Add penalty,Variant 19,19,41.00,68.25,,,,,,,,
case 539,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 540,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 540,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 540,Payment,Variant 19,19,,,,,,,51.65,9223372036854775808.00,,
case 540,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 540,Add penalty,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 540,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 541,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 541,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 541,Payment,Variant 19,19,,,,,,,51.65,9223372036854775808.00,,
case 541,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 541,Add penalty,Variant 19,19,36.00,9223372036854775808.00,,,,,,,,
case 541,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 542,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 542,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 542,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 542,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 542,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 542,Add penalty,Variant 14,14,41.00,68.25,,,,,,,,
case 543,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 543,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 543,Payment,Variant 14,14,,,,,,,51.65,9223372036854775808.00,,
case 543,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 543,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 543,Add penalty,Variant 14,14,-9223372036854775808.00,155.00,,,,,,,,
case 544,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 544,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 544,Payment,Variant 14,14,,,,,,,51.65,9223372036854775808.00,,
case 544,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 544,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 544,Add penalty,Variant 14,14,-9223372036854775808.00,716.00,,,,,,,,
case 545,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 545,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 545,Payment,Variant 14,14,,,,,,,51.65,9223372036854775808.00,,
case 545,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 545,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 545,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 546,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 546,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,4.96
case 546,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 546,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 546,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 546,Payment,Variant 1,1,,,,,,,51.65,168.50,,
case 547,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 547,Send Fine,Variant 1,1,,,,,,,,,4.96,9223372036854775808.00
case 547,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 547,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 547,Add penalty,Variant 1,1,-9223372036854775808.00,159.00,,,,,,,,
case 547,Payment,Variant 1,1,,,,,,,51.65,79.00,,
case 548,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 548,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 548,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 548,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 548,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 548,Payment,Variant 1,1,,,,,,,51.65,168.50,,
case 549,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 549,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 549,Payment,Variant 1,1,,,,,,,51.65,9223372036854775808.00,,
case 549,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 549,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 549,Payment,Variant 1,1,,,,,,,51.65,9223372036854775808.00,,
case 550,Create Fine,Variant 44,44,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 550,Send Fine,Variant 44,44,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 550,Payment,Variant 44,44,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 550,Insert Fine Notification,Variant 44,44,,,,,,,,,,
case 550,Add penalty,Variant 44,44,77.50,155.00,,,,,,,,
case 550,Appeal to Judge,Variant 44,44,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 551,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 551,Send Fine,Variant 6,6,,,,,,,,,4.96,9223372036854775808.00
case 551,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,79.00,,
case 551,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 551,Add penalty,Variant 6,6,-9223372036854775808.00,319.50,,,,,,,,
case 552,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 552,Send Fine,Variant 6,6,,,,,,,,,12.91,9223372036854775808.00
case 552,Payment,Variant 6,6,,,,,,,168.50,9223372036854775808.00,,
case 552,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 552,Add penalty,Variant 6,6,-9223372036854775808.00,319.50,,,,,,,,
case 553,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 553,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 553,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 553,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 553,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 553,Add penalty,Variant 14,14,-9223372036854775808.00,155.00,,,,,,,,
case 554,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 554,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,4.96
case 554,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 554,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 554,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 554,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,168.50,,
case 555,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 555,Send Fine,Variant 1,1,,,,,,,,,4.96,9223372036854775808.00
case 555,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 555,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 555,Add penalty,Variant 1,1,-9223372036854775808.00,159.00,,,,,,,,
case 555,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,79.00,,
case 556,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 556,Send Fine,Variant 1,1,,,,,,,,,4.96,9223372036854775808.00
case 556,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 556,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 556,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 556,Payment,Variant 1,1,,,,,,,79.00,168.50,,
case 557,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 557,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 557,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 557,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 557,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 557,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,168.50,,
case 558,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 558,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,12.91
case 558,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 558,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 558,Add penalty,Variant 1,1,-9223372036854775808.00,319.50,,,,,,,,
case 558,Payment,Variant 1,1,,,,,,,168.50,9223372036854775808.00,,
case 559,Create Fine,Variant 44,44,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 559,Send Fine,Variant 44,44,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 559,Payment,Variant 44,44,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 559,Insert Fine Notification,Variant 44,44,,,,,,,,,,
case 559,Add penalty,Variant 44,44,319.50,716.00,,,,,,,,
case 559,Appeal to Judge,Variant 44,44,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 560,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 560,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 560,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,29.77,,
case 560,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 560,Add penalty,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 561,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 561,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 561,Payment,Variant 6,6,,,,,,,51.65,9223372036854775808.00,,
case 561,Insert Fine Notification,Variant 6,6,,,,,,,,,,
